fid,USGS_ID,Date_Min,lsyear,Fatalities,Confidence,cleanedtype,LS_Type,LS_Type_Category,latitude,longitude
4561,pt4561,9/11/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3355,pt3355,9/16/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4091,pt4091,9/17/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353565
3029,pt3029,9/18/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4285,pt4285,10/8/2008,2008,,5,,Debris Flow,Debris,59.40855505,-135.9143971
4459,pt4459,10/9/2008,2008,,5,,Debris Flow,Debris,59.40855505,-135.9143971
4250,pt4250,10/10/2008,2008,,5,,Debris Flow,Debris,59.40855505,-135.9143971
4518,pt4518,10/14/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4228,pt4228,10/16/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2760,pt2760,10/21/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3294,pt3294,10/22/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4306,pt4306,10/23/2008,2008,,5,,Debris Flow,Debris,59.3738712,-135.8353625
5655,pt5655,10/24/2008,2008,,5,,Debris Flow,Debris,59.40855505,-135.9143971
89426,pt89426,1/1/2009,2009,,8,,Debris Flow,Debris,35.09852955,-82.92623483
90540,pt90540,1/5/2009,2009,0,5,,Debris flow,Debris,40.90288015,-73.93495949
82511,pt82511,1/6/2009,2009,,5,,Debris Flow,Debris,35.51662494,-83.16027171
193857,pt193857,2/8/2009,2009,,3,,debris flow,Debris,34.32928877,-118.4136144
193856,pt193856,2/16/2009,2009,,3,,debris flow,Debris,34.329843,-118.469928
1548,pt1548,3/29/2009,2009,,5,,Debris Flow,Debris,61.77662246,-148.4793632
84372,pt84372,5/1/2009,2009,,5,,Debris Flow,Debris,35.69327605,-82.81647755
2967,pt2967,5/28/2009,2009,,5,,Debris Flow,Debris,59.39124152,-135.8628939
2820,pt2820,8/25/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3985,pt3985,8/26/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4153,pt4153,8/27/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4530,pt4530,9/2/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3459,pt3459,9/3/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2945,pt2945,9/4/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3237,pt3237,9/9/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3374,pt3374,9/10/2009,2009,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4252,pt4252,9/11/2009,2009,,5,,Debris Flow,Debris,59.39124152,-135.8628939
90551,pt90551,9/16/2009,2009,0,5,,Debris flow,Debris,41.05201658,-74.2289066
90731,pt90731,9/16/2009,2009,0,5,,Debris flow,Debris,40.59658335,-74.78409274
84332,pt84332,9/18/2009,2009,,5,,Debris Flow,Debris,35.90693847,-82.74148012
193939,pt193939,11/12/2009,2009,,3,,debris flow,Debris,34.23827688,-118.1894495
193944,pt193944,11/12/2009,2009,,3,,debris flow,Debris,34.23702049,-118.191142
193958,pt193958,11/12/2009,2009,,3,,debris flow,Debris,34.22349408,-118.1934213
3063,pt3063,12/4/2009,2009,,5,,Debris Flow,Debris,59.40855505,-135.9143971
193929,pt193929,12/7/2009,2009,,3,,debris flow,Debris,34.24906306,-118.2474282
193930,pt193930,12/7/2009,2009,,3,,debris flow,Debris,34.24746694,-118.2491964
193858,pt193858,12/10/2009,2009,,3,,debris flow,Debris,34.30919848,-118.2552991
193859,pt193859,12/10/2009,2009,,3,,debris flow,Debris,34.30029061,-118.2599748
193863,pt193863,12/10/2009,2009,,3,,debris flow,Debris,34.29621925,-118.2480706
193865,pt193865,12/10/2009,2009,,3,,debris flow,Debris,34.29565752,-118.2456719
193867,pt193867,12/10/2009,2009,,3,,debris flow,Debris,34.29338042,-118.2434652
193872,pt193872,12/10/2009,2009,,3,,debris flow,Debris,34.28991685,-118.2381991
193880,pt193880,12/10/2009,2009,,3,,debris flow,Debris,34.28771096,-118.2333864
193886,pt193886,12/10/2009,2009,,3,,debris flow,Debris,34.28448595,-118.2267665
193890,pt193890,12/10/2009,2009,,3,,debris flow,Debris,34.28328341,-118.2252824
193900,pt193900,12/10/2009,2009,,3,,debris flow,Debris,34.27662313,-118.2217367
193901,pt193901,12/10/2009,2009,,3,,debris flow,Debris,34.27641644,-118.2107621
193902,pt193902,12/10/2009,2009,,3,,debris flow,Debris,34.27482482,-118.2144055
193903,pt193903,12/10/2009,2009,,3,,debris flow,Debris,34.27840514,-118.2079933
193934,pt193934,12/10/2009,2009,,3,,debris flow,Debris,34.24279809,-118.1881829
193914,pt193914,12/10/2009,2009,,3,,debris flow,Debris,34.2595349,-118.2418808
193905,pt193905,12/10/2009,2009,,3,,debris flow,Debris,34.26875958,-118.0796004
193909,pt193909,12/10/2009,2009,,3,,debris flow,Debris,34.26598473,-118.0849144
193931,pt193931,12/10/2009,2009,,3,,debris flow,Debris,34.24601129,-118.2371213
193964,pt193964,12/10/2009,2009,,3,,debris flow,Debris,34.24710182,-118.2385218
193938,pt193938,12/10/2009,2009,,3,,debris flow,Debris,34.23827688,-118.1894495
193943,pt193943,12/10/2009,2009,,3,,debris flow,Debris,34.23702049,-118.191142
193947,pt193947,12/10/2009,2009,,3,,debris flow,Debris,34.23374902,-118.1844185
193952,pt193952,12/10/2009,2009,,3,,debris flow,Debris,34.22735605,-118.1880745
193954,pt193954,12/10/2009,2009,,3,,debris flow,Debris,34.22847454,-118.1843175
84238,pt84238,12/25/2009,2009,,5,,Debris Flow,Debris,35.5543841,-82.33335654
193911,pt193911,1/17/2010,2010,,3,,debris flow,Debris,34.25831438,-118.2421887
193915,pt193915,1/17/2010,2010,,3,,debris flow,Debris,34.2595349,-118.2418808
193916,pt193916,1/17/2010,2010,,3,,debris flow,Debris,34.25754469,-118.2425032
193919,pt193919,1/17/2010,2010,,3,,debris flow,Debris,34.25769259,-118.2412564
193922,pt193922,1/17/2010,2010,,3,,debris flow,Debris,34.25630654,-118.2445485
193940,pt193940,1/17/2010,2010,,3,,debris flow,Debris,34.23827688,-118.1894495
193945,pt193945,1/17/2010,2010,,3,,debris flow,Debris,34.23702049,-118.191142
193948,pt193948,1/17/2010,2010,,3,,debris flow,Debris,34.23374902,-118.1844185
193932,pt193932,1/17/2010,2010,,3,,debris flow,Debris,34.24452778,-118.2232002
193933,pt193933,1/17/2010,2010,,3,,debris flow,Debris,34.24395416,-118.2219431
193937,pt193937,1/17/2010,2010,,3,,debris flow,Debris,34.24258978,-118.2231178
193942,pt193942,1/17/2010,2010,,3,,debris flow,Debris,34.23797274,-118.2339091
193962,pt193962,1/17/2010,2010,,3,,debris flow,Debris,34.24520069,-118.2392541
193923,pt193923,1/17/2010,2010,,3,,debris flow,Debris,34.25416119,-118.2471233
193925,pt193925,1/17/2010,2010,,3,,debris flow,Debris,34.25194333,-118.2479594
193928,pt193928,1/17/2010,2010,,3,,debris flow,Debris,34.25286375,-118.2461268
193951,pt193951,1/17/2010,2010,,3,,debris flow,Debris,34.25099785,-118.2500359
193936,pt193936,1/17/2010,2010,,3,,debris flow,Debris,34.24223754,-118.2177377
193949,pt193949,1/17/2010,2010,,3,,debris flow,Debris,34.23263141,-118.2224852
193953,pt193953,1/17/2010,2010,,3,,debris flow,Debris,34.22735605,-118.1880745
193955,pt193955,1/17/2010,2010,,3,,debris flow,Debris,34.22572447,-118.2096833
193956,pt193956,1/17/2010,2010,,3,,debris flow,Debris,34.22349408,-118.1934213
193959,pt193959,1/17/2010,2010,,3,,debris flow,Debris,34.22796537,-118.2178851
193960,pt193960,1/17/2010,2010,,3,,debris flow,Debris,34.22328996,-118.1958611
193961,pt193961,1/17/2010,2010,,3,,debris flow,Debris,34.22527573,-118.195672
193965,pt193965,1/17/2010,2010,,3,,debris flow,Debris,34.228748,-118.2117079
193860,pt193860,1/17/2010,2010,,3,,debris flow,Debris,34.30029061,-118.2599748
193864,pt193864,1/17/2010,2010,,3,,debris flow,Debris,34.29621925,-118.2480706
193868,pt193868,1/17/2010,2010,,3,,debris flow,Debris,34.29338042,-118.2434652
193873,pt193873,1/17/2010,2010,,3,,debris flow,Debris,34.28991685,-118.2381991
193876,pt193876,1/17/2010,2010,,3,,debris flow,Debris,34.28887777,-118.2384012
193881,pt193881,1/17/2010,2010,,3,,debris flow,Debris,34.28771096,-118.2333864
193883,pt193883,1/17/2010,2010,,3,,debris flow,Debris,34.28616806,-118.2343688
193884,pt193884,1/17/2010,2010,,3,,debris flow,Debris,34.28536779,-118.2332435
193885,pt193885,1/17/2010,2010,,3,,debris flow,Debris,34.28503387,-118.2079252
193887,pt193887,1/17/2010,2010,,3,,debris flow,Debris,34.28407891,-118.2178521
193889,pt193889,1/17/2010,2010,,3,,debris flow,Debris,34.28311091,-118.2165752
193866,pt193866,1/17/2010,2010,,3,,debris flow,Debris,34.2923164,-118.1754069
193869,pt193869,1/17/2010,2010,,3,,debris flow,Debris,34.29148849,-118.1700443
193870,pt193870,1/17/2010,2010,,3,,debris flow,Debris,34.29099932,-118.1693313
193871,pt193871,1/17/2010,2010,,3,,debris flow,Debris,34.29062517,-118.1707386
193874,pt193874,1/17/2010,2010,,3,,debris flow,Debris,34.2899028,-118.1708372
193875,pt193875,1/17/2010,2010,,3,,debris flow,Debris,34.28910536,-118.188101
193877,pt193877,1/17/2010,2010,,3,,debris flow,Debris,34.2900788,-118.1760004
193878,pt193878,1/17/2010,2010,,3,,debris flow,Debris,34.28910729,-118.1738683
193879,pt193879,1/17/2010,2010,,3,,debris flow,Debris,34.28906391,-118.1760406
193888,pt193888,1/17/2010,2010,,3,,debris flow,Debris,34.28417816,-118.1893897
193893,pt193893,1/17/2010,2010,,3,,debris flow,Debris,34.28352636,-118.1728129
193894,pt193894,1/17/2010,2010,,3,,debris flow,Debris,34.28183704,-118.1726536
193895,pt193895,1/17/2010,2010,,3,,debris flow,Debris,34.2808016,-118.1748391
193896,pt193896,1/17/2010,2010,,3,,debris flow,Debris,34.28255709,-118.1774981
193897,pt193897,1/17/2010,2010,,3,,debris flow,Debris,34.28022593,-118.1737448
193898,pt193898,1/17/2010,2010,,3,,debris flow,Debris,34.28089708,-118.1695716
193899,pt193899,1/17/2010,2010,,3,,debris flow,Debris,34.27956531,-118.1673804
81205,pt81205,2/5/2010,2010,,5,,Debris Flow,Debris,35.53147541,-83.10118545
84338,pt84338,2/5/2010,2010,,5,,Debris Flow,Debris,35.31382926,-83.61777276
193957,pt193957,2/5/2010,2010,,3,,debris flow,Debris,34.22349408,-118.1934213
193941,pt193941,2/5/2010,2010,,3,,debris flow,Debris,34.23827688,-118.1894495
193946,pt193946,2/5/2010,2010,,3,,debris flow,Debris,34.23702049,-118.191142
193913,pt193913,2/5/2010,2010,,3,,debris flow,Debris,34.25831438,-118.2421887
193918,pt193918,2/5/2010,2010,,3,,debris flow,Debris,34.25754469,-118.2425032
193921,pt193921,2/5/2010,2010,,3,,debris flow,Debris,34.25769259,-118.2412564
193935,pt193935,2/5/2010,2010,,3,,debris flow,Debris,34.24223754,-118.2177377
193963,pt193963,2/5/2010,2010,,3,,debris flow,Debris,34.24710182,-118.2385218
193861,pt193861,2/5/2010,2010,,3,,debris flow,Debris,34.30029061,-118.2599748
193862,pt193862,2/5/2010,2010,,3,,debris flow,Debris,34.2985361,-118.263969
193882,pt193882,2/5/2010,2010,,3,,debris flow,Debris,34.28771096,-118.2333864
193904,pt193904,2/5/2010,2010,,3,,debris flow,Debris,34.27840514,-118.2079933
193927,pt193927,2/5/2010,2010,,3,,debris flow,Debris,34.25194333,-118.2479594
193950,pt193950,2/5/2010,2010,,3,,debris flow,Debris,34.2492637,-118.2608698
84336,pt84336,2/6/2010,2010,,5,,Debris Flow,Debris,35.23115376,-83.13859626
193912,pt193912,2/27/2010,2010,,3,,debris flow,Debris,34.25831438,-118.2421887
193917,pt193917,2/27/2010,2010,,3,,debris flow,Debris,34.25754469,-118.2425032
193920,pt193920,2/27/2010,2010,,3,,debris flow,Debris,34.25769259,-118.2412564
193926,pt193926,2/27/2010,2010,,3,,debris flow,Debris,34.25194333,-118.2479594
90735,pt90735,3/13/2010,2010,0,5,,Debris flow,Debris,41.04555611,-74.62425377
90608,pt90608,3/13/2010,2010,0,5,,Debris flow,Debris,41.07534461,-74.58982538
90542,pt90542,4/1/2010,2010,0,5,,Debris flow,Debris,40.40496027,-73.99610116
90584,pt90584,4/1/2010,2010,0,5,,Debris flow,Debris,40.41373264,-74.02701922
90636,pt90636,4/1/2010,2010,0,5,,Debris flow,Debris,40.41275315,-74.01982172
811,pt811,5/20/2010,2010,,5,,Debris Flow,Debris,63.05761656,-141.892194
1545,pt1545,7/8/2010,2010,,5,,Debris Flow,Debris,61.80810358,-147.5181253
23390,pt23390,7/20/2010,2010,,5,,Debris Flow,Debris,35.32858438,-111.6116528
23392,pt23392,7/20/2010,2010,,5,,Debris Flow,Debris,35.3242285,-111.6126391
23394,pt23394,7/20/2010,2010,,5,,Debris Flow,Debris,35.32195904,-111.6156651
23396,pt23396,7/20/2010,2010,,5,,Debris Flow,Debris,35.3202947,-111.6123647
23397,pt23397,7/20/2010,2010,,5,,Debris Flow,Debris,35.31697156,-111.6069469
23399,pt23399,7/20/2010,2010,,5,,Debris Flow,Debris,35.31186021,-111.6016753
23401,pt23401,7/20/2010,2010,,5,,Debris Flow,Debris,35.30561636,-111.6071925
23403,pt23403,7/20/2010,2010,,5,,Debris Flow,Debris,35.30264687,-111.6082569
23405,pt23405,7/20/2010,2010,,5,,Debris Flow,Debris,35.29640855,-111.6066762
23407,pt23407,7/20/2010,2010,,5,,Debris Flow,Debris,35.29256566,-111.6148722
23409,pt23409,7/20/2010,2010,,5,,Debris Flow,Debris,35.29083699,-111.6244323
23411,pt23411,7/20/2010,2010,,5,,Debris Flow,Debris,35.30008825,-111.6295876
23413,pt23413,7/20/2010,2010,,5,,Debris Flow,Debris,35.3522904,-111.572731
23415,pt23415,7/20/2010,2010,,5,,Debris Flow,Debris,35.34949182,-111.5770206
23417,pt23417,7/20/2010,2010,,5,,Debris Flow,Debris,35.29537913,-111.6189131
23418,pt23418,7/20/2010,2010,,5,,Debris Flow,Debris,35.32501404,-111.6243896
23420,pt23420,7/20/2010,2010,,5,,Debris Flow,Debris,35.32113006,-111.625375
23423,pt23423,7/20/2010,2010,,5,,Debris Flow,Debris,35.32036812,-111.6249692
23425,pt23425,7/20/2010,2010,,5,,Debris Flow,Debris,35.31949015,-111.6158017
23426,pt23426,7/20/2010,2010,,5,,Debris Flow,Debris,35.31654601,-111.6121938
23429,pt23429,7/20/2010,2010,,5,,Debris Flow,Debris,35.29974671,-111.6124539
23431,pt23431,7/20/2010,2010,,5,,Debris Flow,Debris,35.29500797,-111.6150931
23433,pt23433,7/20/2010,2010,,5,,Debris Flow,Debris,35.30406457,-111.6273073
23434,pt23434,7/20/2010,2010,,5,,Debris Flow,Debris,35.30380676,-111.6290593
193989,pt193989,7/20/2010,2010,,3,,debris flow,Debris,35.32720091,-111.6111369
194000,pt194000,7/20/2010,2010,,3,,debris flow,Debris,35.30255282,-111.6085867
194002,pt194002,7/20/2010,2010,,3,,debris flow,Debris,35.30615913,-111.6086687
194004,pt194004,7/20/2010,2010,,3,,debris flow,Debris,35.30093603,-111.62939
194006,pt194006,7/20/2010,2010,,3,,debris flow,Debris,35.29645313,-111.6067538
194008,pt194008,7/20/2010,2010,,3,,debris flow,Debris,35.29397894,-111.6190256
194010,pt194010,7/20/2010,2010,,3,,debris flow,Debris,35.29168256,-111.6140316
194013,pt194013,7/20/2010,2010,,3,,debris flow,Debris,35.35247479,-111.5734394
194014,pt194014,7/20/2010,2010,,3,,debris flow,Debris,35.3489585,-111.5781193
193991,pt193991,7/20/2010,2010,,3,,debris flow,Debris,35.3237492,-111.6116885
193992,pt193992,7/20/2010,2010,,3,,debris flow,Debris,35.32029943,-111.6118551
193994,pt193994,7/20/2010,2010,,3,,debris flow,Debris,35.32203613,-111.6161038
193996,pt193996,7/20/2010,2010,,3,,debris flow,Debris,35.31671835,-111.6067676
193998,pt193998,7/20/2010,2010,,3,,debris flow,Debris,35.31187666,-111.6012862
194001,pt194001,8/16/2010,2010,,3,,debris flow,Debris,35.30255282,-111.6085867
194003,pt194003,8/16/2010,2010,,3,,debris flow,Debris,35.30615913,-111.6086687
194005,pt194005,8/16/2010,2010,,3,,debris flow,Debris,35.30093603,-111.62939
194007,pt194007,8/16/2010,2010,,3,,debris flow,Debris,35.29645313,-111.6067538
194009,pt194009,8/16/2010,2010,,3,,debris flow,Debris,35.29397894,-111.6190256
194011,pt194011,8/16/2010,2010,,3,,debris flow,Debris,35.29168256,-111.6140316
194012,pt194012,8/16/2010,2010,,3,,debris flow,Debris,35.29088479,-111.6245558
193993,pt193993,8/16/2010,2010,,3,,debris flow,Debris,35.32029943,-111.6118551
193995,pt193995,8/16/2010,2010,,3,,debris flow,Debris,35.32203613,-111.6161038
193997,pt193997,8/16/2010,2010,,3,,debris flow,Debris,35.31671835,-111.6067676
193999,pt193999,8/16/2010,2010,,3,,debris flow,Debris,35.31187666,-111.6012862
193990,pt193990,8/16/2010,2010,,3,,debris flow,Debris,35.32720091,-111.6111369
3185,pt3185,8/25/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4132,pt4132,8/26/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3064,pt3064,8/27/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2807,pt2807,8/31/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4288,pt4288,9/1/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3301,pt3301,9/2/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4253,pt4253,9/3/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3142,pt3142,9/8/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2847,pt2847,9/9/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4418,pt4418,9/10/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3281,pt3281,9/14/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4164,pt4164,9/21/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3504,pt3504,9/26/2010,2010,,5,,Debris Flow,Debris,59.38562052,-135.849613
3354,pt3354,9/27/2010,2010,,5,,Debris Flow,Debris,59.38562052,-135.849613
2726,pt2726,9/28/2010,2010,,5,,Debris Flow,Debris,59.38562052,-135.849613
3339,pt3339,10/7/2010,2010,,5,,Debris Flow,Debris,59.40855505,-135.9143971
3506,pt3506,10/12/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2777,pt2777,10/13/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
2879,pt2879,10/14/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
4437,pt4437,10/20/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3437,pt3437,10/21/2010,2010,,5,,Debris Flow,Debris,59.3738712,-135.8353625
3030,pt3030,11/3/2010,2010,,5,,Debris Flow,Debris,59.37283818,-135.8343502
90691,pt90691,12/1/2010,2010,0,5,,Debris flow,Debris,41.04651426,-74.61849164
86915,pt86915,1/1/2000,2000,,8,,Debris Slide,Debris,35.0905188,-82.96498117
81381,pt81381,3/1/2003,2003,,5,,Debris Slide,Debris,35.87502949,-82.35947536
81212,pt81212,4/10/2003,2003,,5,,Debris Slide,Debris,36.06417786,-81.61203834
81217,pt81217,5/5/2003,2003,,5,,Debris Slide,Debris,35.34070855,-83.56156717
81218,pt81218,5/5/2003,2003,,5,,Debris Slide,Debris,35.33649855,-83.56119718
81219,pt81219,5/5/2003,2003,,5,,Debris Slide,Debris,35.34080757,-83.56039022
81238,pt81238,5/5/2003,2003,,5,,Debris Slide,Debris,35.35680798,-83.42373324
81240,pt81240,5/5/2003,2003,,5,,Debris Slide,Debris,35.35709411,-83.43309734
81383,pt81383,5/5/2003,2003,,5,,Debris Slide,Debris,35.31929855,-83.53509727
81490,pt81490,5/5/2003,2003,,5,,Debris Slide,Debris,35.48116241,-83.28643118
81241,pt81241,12/11/2003,2003,,5,,Debris Slide,Debris,35.50481783,-83.08498873
81367,pt81367,9/6/2004,2004,,5,,Debris Slide,Debris,35.757838,-82.17608562
82111,pt82111,9/6/2004,2004,,5,,Debris Slide,Debris,35.72838902,-82.30371278
82230,pt82230,9/6/2004,2004,,5,,Debris Slide,Debris,35.64342098,-82.30313254
82231,pt82231,9/6/2004,2004,,5,,Debris Slide,Debris,35.65011748,-82.29225594
82414,pt82414,9/6/2004,2004,,5,,Debris Slide,Debris,36.25817716,-81.83055805
82424,pt82424,9/6/2004,2004,,5,,Debris Slide,Debris,36.26892715,-81.82477811
82526,pt82526,9/6/2004,2004,,5,,Debris Slide,Debris,35.12143776,-83.53517842
84219,pt84219,9/6/2004,2004,,5,,Debris Slide,Debris,35.67753681,-82.83944037
84260,pt84260,9/6/2004,2004,,5,,Debris Slide,Debris,35.40123109,-82.28582212
84265,pt84265,9/6/2004,2004,,5,,Debris Slide,Debris,35.28647636,-82.36611839
84289,pt84289,9/6/2004,2004,,5,,Debris Slide,Debris,35.40216038,-82.68489961
84358,pt84358,9/6/2004,2004,,5,,Debris Slide,Debris,35.25548545,-83.12276275
84359,pt84359,9/6/2004,2004,,5,,Debris Slide,Debris,35.25298864,-83.11976279
84376,pt84376,9/6/2004,2004,,5,,Debris Slide,Debris,35.24787389,-83.12358709
84518,pt84518,9/6/2004,2004,,5,,Debris Slide,Debris,35.94808302,-81.94093625
84601,pt84601,9/6/2004,2004,,5,,Debris Slide,Debris,35.58718682,-82.69748813
84767,pt84767,9/6/2004,2004,,5,,Debris Slide,Debris,35.62303947,-82.41143046
86910,pt86910,9/6/2004,2004,,5,,Debris Slide,Debris,35.22291554,-82.58604615
89417,pt89417,9/7/2004,2004,,5,,Debris Slide,Debris,35.61856677,-82.26186201
81361,pt81361,9/8/2004,2004,,5,,Debris Slide,Debris,36.21048713,-81.64198826
81362,pt81362,9/8/2004,2004,,5,,Debris Slide,Debris,36.21161713,-81.64258826
81363,pt81363,9/8/2004,2004,,5,,Debris Slide,Debris,36.21148713,-81.64315826
82115,pt82115,9/8/2004,2004,,5,,Debris Slide,Debris,36.14113747,-81.63315832
81252,pt81252,9/16/2004,2004,,5,,Debris Slide,Debris,36.12629762,-81.85809846
81397,pt81397,9/16/2004,2004,,5,,Debris Slide,Debris,35.69491773,-82.88958924
82003,pt82003,9/16/2004,2004,,5,,Debris Slide,Debris,35.14532832,-83.34061863
82044,pt82044,9/16/2004,2004,,5,,Debris Slide,Debris,35.09346762,-83.48712868
82050,pt82050,9/16/2004,2004,,5,,Debris Slide,Debris,35.13115855,-83.24722889
82051,pt82051,9/16/2004,2004,,5,,Debris Slide,Debris,35.13040855,-83.24924889
82054,pt82054,9/16/2004,2004,,5,,Debris Slide,Debris,35.39995832,-82.89596993
82055,pt82055,9/16/2004,2004,,5,,Debris Slide,Debris,35.39991832,-82.89637993
82057,pt82057,9/16/2004,2004,,5,,Debris Slide,Debris,35.39978832,-82.89658993
82134,pt82134,9/16/2004,2004,,5,,Debris Slide,Debris,35.12806844,-83.28608882
82148,pt82148,9/16/2004,2004,,5,,Debris Slide,Debris,35.12830844,-83.28577882
84196,pt84196,9/16/2004,2004,,5,,Debris Slide,Debris,35.49250108,-82.75598302
84532,pt84532,9/16/2004,2004,,5,,Debris Slide,Debris,35.68158103,-82.90947578
82122,pt82122,9/17/2004,2004,,5,,Debris Slide,Debris,35.14344828,-83.35382861
82151,pt82151,9/17/2004,2004,,5,,Debris Slide,Debris,35.647068,-82.3202205
82413,pt82413,9/17/2004,2004,,5,,Debris Slide,Debris,36.25565716,-81.83143804
81498,pt81498,3/6/2005,2005,,5,,Debris Slide,Debris,35.91722011,-82.07301795
81511,pt81511,6/7/2005,2005,,5,,Debris Slide,Debris,35.92234832,-81.54165873
81512,pt81512,6/7/2005,2005,,5,,Debris Slide,Debris,35.91697831,-81.55069878
81469,pt81469,7/1/2005,2005,,5,,Debris Slide,Debris,35.40859118,-83.15603015
84266,pt84266,7/11/2005,2005,,5,,Debris Slide,Debris,35.29641648,-82.35259125
84632,pt84632,1/1/2006,2006,,5,,Debris Slide,Debris,35.48534952,-82.50948566
82123,pt82123,4/1/2006,2006,,5,,Debris Slide,Debris,35.12253721,-83.34589201
84244,pt84244,2/1/2007,2007,,5,,Debris Slide,Debris,35.2462507,-83.18946661
84597,pt84597,1/1/2008,2008,,5,,Debris Slide,Debris,35.69800117,-82.37977602
88057,pt88057,1/1/2008,2008,,8,,Debris Slide,Debris,35.14383688,-82.96876493
84584,pt84584,1/1/2009,2009,,5,,Debris Slide,Debris,35.60661877,-82.63269114
84620,pt84620,1/1/2009,2009,,5,,Debris Slide,Debris,35.60697289,-82.63090394
84787,pt84787,1/1/2009,2009,,5,,Debris Slide,Debris,35.2606716,-82.19859975
84788,pt84788,1/1/2009,2009,,5,,Debris Slide,Debris,35.26010936,-82.19792452
84789,pt84789,1/1/2009,2009,,5,,Debris Slide,Debris,35.25980377,-82.19753045
84790,pt84790,1/1/2009,2009,,5,,Debris Slide,Debris,35.25940649,-82.19705621
84791,pt84791,1/1/2009,2009,,5,,Debris Slide,Debris,35.26215587,-82.19780654
84792,pt84792,1/1/2009,2009,,5,,Debris Slide,Debris,35.26005569,-82.20090873
84793,pt84793,1/1/2009,2009,,5,,Debris Slide,Debris,35.26228642,-82.19151059
84794,pt84794,1/1/2009,2009,,5,,Debris Slide,Debris,35.26244015,-82.1925778
84796,pt84796,1/1/2009,2009,,5,,Debris Slide,Debris,35.26218738,-82.19459194
84797,pt84797,1/1/2009,2009,,5,,Debris Slide,Debris,35.26111401,-82.19923338
82557,pt82557,1/7/2009,2009,,5,,Debris Slide,Debris,35.49318301,-83.06321509
84106,pt84106,1/7/2009,2009,,5,,Debris Slide,Debris,35.5001821,-83.07376493
84588,pt84588,1/7/2009,2009,,5,,Debris Slide,Debris,35.46281442,-83.47157643
84768,pt84768,8/1/2009,2009,,5,,Debris Slide,Debris,35.51560818,-82.16524444
84234,pt84234,11/14/2009,2009,,5,,Debris Slide,Debris,35.25206657,-83.35775244
84235,pt84235,12/9/2009,2009,,5,,Debris Slide,Debris,35.52878471,-83.09772593
81380,pt81380,5/1/2003,2003,,5,,Debris Slide - rotational,Debris,35.67950892,-78.82527762
86884,pt86884,7/14/2005,2005,,8,,Debris Slide - rotational,Debris,35.13630405,-82.86316301
82124,pt82124,6/14/2006,2006,,5,,Debris Slide - rotational,Debris,35.73939901,-78.87025765
82586,pt82586,3/8/2007,2007,,5,,Debris Slide - rotational,Debris,36.06885058,-82.33733336
84515,pt84515,1/1/2009,2009,,5,,Debris Slide - rotational,Debris,35.53568081,-83.02485315
84337,pt84337,8/1/2009,2009,,5,,Debris Slide - rotational,Debris,35.42187901,-83.16319783
81226,pt81226,10/3/2003,2003,,5,,Debris Slide - translational,Debris,35.89230785,-82.06466951
87017,pt87017,1/1/2004,2004,,5,,Debris Slide - translational,Debris,35.56437714,-81.80251409
87023,pt87023,1/1/2004,2004,,5,,Debris Slide - translational,Debris,35.53248252,-81.84359673
87035,pt87035,1/1/2004,2004,,5,,Debris Slide - translational,Debris,35.56033212,-81.82174916
87089,pt87089,1/1/2004,2004,,5,,Debris Slide - translational,Debris,35.56751858,-81.77614974
